TweetDate,TweetURL,MediaURL,SavedFilename,TweetContent,Replies,Retweets,Likes
2019/12/03 20:15:02,https://twitter.com/rodyoki/status/1202003338973319168,https://pbs.twimg.com/media/EK5fp2DWsAAL4nv?format=jpg&name=orig,rodyoki-1202003338973319168-20191203_201502-img1.jpg,awful parappa doods and some advice https://t.co/Xgof1H8b8U,1,17,58,
2019/12/03 20:15:02,https://twitter.com/rodyoki/status/1202003338973319168,https://pbs.twimg.com/media/EK5fp2FWwAAvcv6?format=jpg&name=orig,rodyoki-1202003338973319168-20191203_201502-img2.jpg,awful parappa doods and some advice https://t.co/Xgof1H8b8U,1,17,58,
2019/12/03 20:15:02,https://twitter.com/rodyoki/status/1202003338973319168,https://pbs.twimg.com/media/EK5fp2JWsAY6BJS?format=jpg&name=orig,rodyoki-1202003338973319168-20191203_201502-img3.jpg,awful parappa doods and some advice https://t.co/Xgof1H8b8U,1,17,58,
2019/12/03 20:15:02,https://twitter.com/rodyoki/status/1202003338973319168,https://pbs.twimg.com/media/EK5fp2LXUAErE82?format=jpg&name=orig,rodyoki-1202003338973319168-20191203_201502-img4.jpg,awful parappa doods and some advice https://t.co/Xgof1H8b8U,1,17,58,
2019/12/02 20:14:29,https://twitter.com/rodyoki/status/1201640812666339333,https://pbs.twimg.com/media/EK0V8KEW4AYTLeh?format=jpg&name=orig,rodyoki-1201640812666339333-20191202_201429-img1.jpg,made a car digitalart https://t.co/OOnPDRcoCX,2,6,18,
2019/12/02 13:08:52,https://twitter.com/rodyoki/status/1201533700074360832,https://pbs.twimg.com/media/EKy0hZLWwAEMoyt?format=jpg&name=orig,rodyoki-1201533700074360832-20191202_130852-img1.jpg,no dibujen con sueño 2 digitalart https://t.co/unEH1rINHq,1,2,14,
2019/12/01 23:45:04,https://twitter.com/rodyoki/status/1201331417000677376,https://pbs.twimg.com/media/EKv8jfBWwAA_2Rc?format=png&name=orig,rodyoki-1201331417000677376-20191201_234504-img1.png,trying out that pixel art thingy that seems so popular these days https://t.co/W7wCMUEqvu,,4,19,
2019/12/01 23:45:04,https://twitter.com/rodyoki/status/1201331417000677376,https://pbs.twimg.com/media/EKv8je_WwAEO-EZ?format=png&name=orig,rodyoki-1201331417000677376-20191201_234504-img2.png,trying out that pixel art thingy that seems so popular these days https://t.co/W7wCMUEqvu,,4,19,
2019/12/01 22:22:39,https://twitter.com/rodyoki/status/1201310676968448000,https://pbs.twimg.com/media/EKvpr1wWsAAJg63?format=jpg&name=orig,rodyoki-1201310676968448000-20191201_222239-img1.jpg,https://t.co/jHO4ukujeo,,1,8,
2019/12/01 18:03:50,https://twitter.com/rodyoki/status/1201245542824714240,https://pbs.twimg.com/media/EKuucQvXUAEJaQc?format=jpg&name=orig,rodyoki-1201245542824714240-20191201_180350-img1.jpg,@Empanadas_boy habia hecho otro shading pero me gutó mas ese efecto que se creó en la capa de fondo https://t.co/nCUWrj2nh3,1,,2,
2019/12/01 14:51:46,https://twitter.com/rodyoki/status/1201197210236571649,https://pbs.twimg.com/media/EKuCe_yW4AExjBH?format=jpg&name=orig,rodyoki-1201197210236571649-20191201_145146-img1.jpg,"Gato Roboto. As much as I love Guillaume Singelin illustrations, I went with a hybrid between his concept and the diagram in-game wich is much bulkier and heavy. digitalart https://t.co/mdcOwukGQD",1,9,44,
2019/11/29 19:22:03,https://twitter.com/rodyoki/status/1200540451440414721,https://pbs.twimg.com/media/EKktLMDWoAA1T9h?format=jpg&name=orig,rodyoki-1200540451440414721-20191129_192203-img1.jpg,"@frxsh0 gracias, aca un dibujo viejo https://t.co/23SyuN6rca",,,2,
2019/11/29 17:56:27,https://twitter.com/rodyoki/status/1200518910753165312,https://pbs.twimg.com/media/EKkZkyIWoAAR9X9?format=jpg&name=orig,rodyoki-1200518910753165312-20191129_175627-img1.jpg,"Chun-Li, jugue con las propiedades de las capas y no me pude decidir cual quedó mejor StreetFighter digitalart https://t.co/fjp30xsI3q",2,4,13,
2019/11/29 17:56:27,https://twitter.com/rodyoki/status/1200518910753165312,https://pbs.twimg.com/media/EKkZkyOW4AAMZqP?format=jpg&name=orig,rodyoki-1200518910753165312-20191129_175627-img2.jpg,"Chun-Li, jugue con las propiedades de las capas y no me pude decidir cual quedó mejor StreetFighter digitalart https://t.co/fjp30xsI3q",2,4,13,
2019/11/25 22:06:20,https://twitter.com/rodyoki/status/1199132242993438720,https://pbs.twimg.com/media/EKQsZzPXsAAdjva?format=jpg&name=orig,rodyoki-1199132242993438720-20191125_220620-img1.jpg,Some Filia. Intenté mantenerme lo mas fiel posible al estilo original. Skullgirls digitalart https://t.co/Y70oXUHmx0,6,85,340,
2019/11/25 22:06:20,https://twitter.com/rodyoki/status/1199132242993438720,https://pbs.twimg.com/media/EKQsZzOW4AIjiij?format=jpg&name=orig,rodyoki-1199132242993438720-20191125_220620-img2.jpg,Some Filia. Intenté mantenerme lo mas fiel posible al estilo original. Skullgirls digitalart https://t.co/Y70oXUHmx0,6,85,340,
2019/11/23 18:13:05,https://twitter.com/rodyoki/status/1198348769990983680,https://pbs.twimg.com/media/EKFj07RX0AEmEIF?format=jpg&name=orig,rodyoki-1198348769990983680-20191123_181305-img1.jpg,have some Prowler Spiderman digitalart https://t.co/4UiaLQ4WzX,1,5,14,
2019/11/21 17:50:48,https://twitter.com/rodyoki/status/1197618387628769280,https://pbs.twimg.com/media/EJ7Lj5_XkAIeSrc?format=jpg&name=orig,rodyoki-1197618387628769280-20191121_175048-img1.jpg,:) digitalart https://t.co/PMMUfFTfhX,2,4,9,
2019/11/18 15:31:03,https://twitter.com/rodyoki/status/1196496053870243841,https://pbs.twimg.com/media/EJrOztJWsAUnb5u?format=jpg&name=orig,rodyoki-1196496053870243841-20191118_153103-img1.jpg,Leavanny pokemon digitalart https://t.co/V1RBnucF6j,,4,22,
2019/11/17 00:03:41,https://twitter.com/rodyoki/status/1195900286780489730,https://pbs.twimg.com/media/EJiw9p1XUAAf_lp?format=jpg&name=orig,rodyoki-1195900286780489730-20191117_000341-img1.jpg,consejo: no dibujen cuando anden con mucho sueño digitalart https://t.co/4fIeojxAOz,1,1,18,
2019/11/15 19:24:39,https://twitter.com/rodyoki/status/1195467675172032515,https://pbs.twimg.com/media/EJcngbfW4AEwrXr?format=jpg&name=orig,rodyoki-1195467675172032515-20191115_192439-img1.jpg,"chilling gengar pokemondigitalart https://t.co/Urs4esbvni",1,5,30,
2019/11/10 13:51:59,https://twitter.com/rodyoki/status/1193572017414520832,https://pbs.twimg.com/media/EJBrax2X0AAwDue?format=jpg&name=orig,rodyoki-1193572017414520832-20191110_135159-img1.jpg,Weird Yoshi digitalart https://t.co/7ZRlij9uFs,2,7,21,
2019/11/09 13:03:12,https://twitter.com/rodyoki/status/1193197353370562560,https://pbs.twimg.com/media/EI8WqOLX0AMsVL2?format=jpg&name=orig,rodyoki-1193197353370562560-20191109_130312-img1.jpg,testing some shading on Photoshop digitalart https://t.co/1jdiH0tlno,1,3,14,
2019/11/03 20:59:21,https://twitter.com/rodyoki/status/1191142853633818624,https://pbs.twimg.com/media/EIfKG1YXsAEnvjw?format=jpg&name=orig,rodyoki-1191142853633818624-20191103_205921-img1.jpg,"me alejaré unos dias de twitter para acabar bien con los estudios, por mientras les dejo unos dibujos que hice en 2017 para ingles https://t.co/N5KTCYfo7p",,2,7,
2019/11/03 20:59:21,https://twitter.com/rodyoki/status/1191142853633818624,https://pbs.twimg.com/media/EIfKG1ZXYAEMd7I?format=jpg&name=orig,rodyoki-1191142853633818624-20191103_205921-img2.jpg,"me alejaré unos dias de twitter para acabar bien con los estudios, por mientras les dejo unos dibujos que hice en 2017 para ingles https://t.co/N5KTCYfo7p",,2,7,
2019/11/03 20:59:21,https://twitter.com/rodyoki/status/1191142853633818624,https://pbs.twimg.com/media/EIfKG1cWkAEXTK2?format=jpg&name=orig,rodyoki-1191142853633818624-20191103_205921-img3.jpg,"me alejaré unos dias de twitter para acabar bien con los estudios, por mientras les dejo unos dibujos que hice en 2017 para ingles https://t.co/N5KTCYfo7p",,2,7,
2019/11/03 20:59:21,https://twitter.com/rodyoki/status/1191142853633818624,https://pbs.twimg.com/media/EIfKG1aWkAEPtOu?format=jpg&name=orig,rodyoki-1191142853633818624-20191103_205921-img4.jpg,"me alejaré unos dias de twitter para acabar bien con los estudios, por mientras les dejo unos dibujos que hice en 2017 para ingles https://t.co/N5KTCYfo7p",,2,7,
2019/11/01 20:31:00,https://twitter.com/rodyoki/status/1190410943114698758,https://pbs.twimg.com/media/EIUwbzGX0AA3ezC?format=png&name=orig,rodyoki-1190410943114698758-20191101_203100-img1.png,"made an ape, because apes are cool cartoon blackandwhite https://t.co/AMBQHS6w1n",4,2,8,
2019/11/01 00:19:28,https://twitter.com/rodyoki/status/1190106050197934081,https://pbs.twimg.com/media/EIQbGvdWoAAX9dV?format=jpg&name=orig,rodyoki-1190106050197934081-20191101_001928-img1.jpg,feeling really edgy this halloween https://t.co/M31OkwDEi0,,1,4,
2019/10/31 21:27:50,https://twitter.com/rodyoki/status/1190062860673654789,https://pbs.twimg.com/media/EIPz2ikW4AAHhAk?format=jpg&name=orig,rodyoki-1190062860673654789-20191031_212750-img1.jpg,practice sonic SonicTheHedgehog cartoon https://t.co/NfNZiQ8zKA,1,8,21,
2019/10/30 18:18:48,https://twitter.com/rodyoki/status/1189652900022308864,https://pbs.twimg.com/media/EIJ-_5iX0AAHWR-?format=png&name=orig,rodyoki-1189652900022308864-20191030_181848-img1.png,"una idea loca: que tal si hicieran una pelicula de unos caracoles pero en vez de ir lento andan super rapido? que loco seria eso, nadie lo ha hecho aun. cartoon https://t.co/Q13Xc1YUX8",2,1,9,
2019/10/29 16:10:37,https://twitter.com/rodyoki/status/1189258251952644098,https://pbs.twimg.com/media/EIEYERYXkAEjWEg?format=png&name=orig,rodyoki-1189258251952644098-20191029_161037-img1.png,"Gundam wip. Odio el anime en general, pero admito que tengo una debilidad por los robots ochenteros. gundam https://t.co/EtuI0Qg4xo",,1,6,
2019/10/28 17:50:30,https://twitter.com/rodyoki/status/1188920999514910721,https://pbs.twimg.com/media/EH_lVqvX0AIVsZu?format=png&name=orig,rodyoki-1188920999514910721-20191028_175030-img1.png,"sonic WIP, recen para que Jehovah me de las fuerzas para terminarlo https://t.co/yabVBymME2",,,5,
2019/10/28 16:29:47,https://twitter.com/rodyoki/status/1188900687490498560,https://pbs.twimg.com/media/EH_S3SoX0AE6qwI?format=png&name=orig,rodyoki-1188900687490498560-20191028_162947-img1.png,Mood https://t.co/c8cNnNK1aW,,2,6,
2019/10/28 14:20:41,https://twitter.com/rodyoki/status/1188868200588566528,https://pbs.twimg.com/media/EH-1U5QXkAA61c2?format=jpg&name=orig,rodyoki-1188868200588566528-20191028_142041-img1.jpg,@Empanadas_boy cuando era chico pensaba que ese vato era mujer. https://t.co/1sf2zzonz4,1,,1,
2019/10/27 23:56:32,https://twitter.com/rodyoki/status/1188650727020863488,https://pbs.twimg.com/media/EH7vhhxXkAA_Npw?format=jpg&name=orig,rodyoki-1188650727020863488-20191027_235632-img1.jpg,"con la frustración del otro dibujo hice otro para redimirme, me gusto mucho la oreja https://t.co/XLpnsF9K0e",1,1,4,
2019/10/26 02:07:01,https://twitter.com/rodyoki/status/1187958789569466368,https://pbs.twimg.com/media/EHx6NVOXUAEc6aY?format=jpg&name=orig,rodyoki-1187958789569466368-20191026_020701-img1.jpg,"Dibujo que hice para un concurso. Es el mejor ejemplo de cuando te esfuerzas por hacer algo grande, pero de tanto fracasar y por falta de tiempo terminas realizando algo mucho mas humilde y no tan chido :/ https://t.co/ntSmdDmKJW",,1,7,
2019/10/26 02:07:01,https://twitter.com/rodyoki/status/1187958789569466368,https://pbs.twimg.com/media/EHx6NVNXUAEU3oF?format=png&name=orig,rodyoki-1187958789569466368-20191026_020701-img2.png,"Dibujo que hice para un concurso. Es el mejor ejemplo de cuando te esfuerzas por hacer algo grande, pero de tanto fracasar y por falta de tiempo terminas realizando algo mucho mas humilde y no tan chido :/ https://t.co/ntSmdDmKJW",,1,7,
2019/10/22 19:17:51,https://twitter.com/rodyoki/status/1186768657931784194,https://pbs.twimg.com/media/EHg_yN7XkAI8VPB?format=jpg&name=orig,rodyoki-1186768657931784194-20191022_191751-img1.jpg,tenia ganas de hacer a alguien sonriente :) https://t.co/6Wf0vYuXfH,1,1,4,
2019/10/22 17:31:46,https://twitter.com/rodyoki/status/1186741961924984832,https://pbs.twimg.com/media/EHgnf1GX0AUH0T8?format=jpg&name=orig,rodyoki-1186741961924984832-20191022_173146-img1.jpg,"quería hacerme una foto de perfil pero se pierden muchos detalles cuando se achican las imágenes, lo intentaré de nuevo pero mas chiquito https://t.co/UcufCYwubS",1,,3,
2019/10/11 17:56:33,https://twitter.com/rodyoki/status/1182761931201011712,https://pbs.twimg.com/media/EGoDs96W4AAHeK2?format=png&name=orig,rodyoki-1182761931201011712-20191011_175633-img1.png,dibujos pirujos 2 https://t.co/rkgUFkAgl4,1,1,6,
2019/10/11 17:56:33,https://twitter.com/rodyoki/status/1182761931201011712,https://pbs.twimg.com/media/EGoDs96W4AIXbfp?format=png&name=orig,rodyoki-1182761931201011712-20191011_175633-img2.png,dibujos pirujos 2 https://t.co/rkgUFkAgl4,1,1,6,
2019/10/11 17:56:33,https://twitter.com/rodyoki/status/1182761931201011712,https://pbs.twimg.com/media/EGoDs97W4AET5IV?format=png&name=orig,rodyoki-1182761931201011712-20191011_175633-img3.png,dibujos pirujos 2 https://t.co/rkgUFkAgl4,1,1,6,
2019/10/11 17:56:33,https://twitter.com/rodyoki/status/1182761931201011712,https://pbs.twimg.com/media/EGoDs97WkAAPaEJ?format=png&name=orig,rodyoki-1182761931201011712-20191011_175633-img4.png,dibujos pirujos 2 https://t.co/rkgUFkAgl4,1,1,6,
2019/10/04 17:11:14,https://twitter.com/rodyoki/status/1180213812819103745,https://pbs.twimg.com/media/EGD2NAyXkAAWl91?format=jpg&name=orig,rodyoki-1180213812819103745-20191004_171114-img1.jpg,@Empanadas_boy muchas gracias amigo :o se nota que es usted alguien de buen gusto https://t.co/6Rfkxkn1aj,1,,1,
2019/10/04 16:55:48,https://twitter.com/rodyoki/status/1180209927727587328,https://pbs.twimg.com/media/EGDyqjWWkAEIBSE?format=png&name=orig,rodyoki-1180209927727587328-20191004_165548-img1.png,dibujos pirujos 1 https://t.co/rFu2KMPb5a,1,,3,
2019/10/04 16:55:48,https://twitter.com/rodyoki/status/1180209927727587328,https://pbs.twimg.com/media/EGDyqjWWoAEXOl7?format=jpg&name=orig,rodyoki-1180209927727587328-20191004_165548-img2.jpg,dibujos pirujos 1 https://t.co/rFu2KMPb5a,1,,3,
2019/10/04 16:55:48,https://twitter.com/rodyoki/status/1180209927727587328,https://pbs.twimg.com/media/EGDyqjWWsAIqRUC?format=png&name=orig,rodyoki-1180209927727587328-20191004_165548-img3.png,dibujos pirujos 1 https://t.co/rFu2KMPb5a,1,,3,
2019/10/04 16:55:48,https://twitter.com/rodyoki/status/1180209927727587328,https://pbs.twimg.com/media/EGDyqjVXkAA-kuh?format=png&name=orig,rodyoki-1180209927727587328-20191004_165548-img4.png,dibujos pirujos 1 https://t.co/rFu2KMPb5a,1,,3,
2019/10/01 21:00:47,https://twitter.com/rodyoki/status/1179184416184324096,https://pbs.twimg.com/media/EF1N9mXXUAccDaT?format=jpg&name=orig,rodyoki-1179184416184324096-20191001_210047-img1.jpg,"WIP Gengar, le doy una semana Pokemon https://t.co/bj5nYlE7bt",,1,7,
2019/10/01 19:09:46,https://twitter.com/rodyoki/status/1179156479103905793,https://pbs.twimg.com/media/EF00kEKXoAQGVqJ?format=png&name=orig,rodyoki-1179156479103905793-20191001_190946-img1.png,@RenrRe https://t.co/RNpTNXntMf,,,1,
2019/09/12 15:22:21,https://twitter.com/rodyoki/status/1172213877439901696,https://pbs.twimg.com/media/EESKSf5XoAUXZiv?format=jpg&name=orig,rodyoki-1172213877439901696-20190912_152221-img1.jpg,"dibujo de 2fort para un mini concurso de tf2.+skill+rayones en la tableta https://t.co/CfomfEpttO",1,2,10,
2019/09/09 19:56:30,https://twitter.com/rodyoki/status/1171195704825589760,https://pbs.twimg.com/media/EEDsRw0XYAAMuHA?format=jpg&name=orig,rodyoki-1171195704825589760-20190909_195630-img1.jpg,Hice un 2fort bien rapidin X~X https://t.co/bZFGdPK9Gh,,,,
2019/09/06 01:13:08,https://twitter.com/rodyoki/status/1169825838683975680,https://pbs.twimg.com/media/EDwOYdZVUAAwVIk?format=jpg&name=orig,rodyoki-1169825838683975680-20190906_011308-img1.jpg,"Hice un dibujo para mi hermana y su negocio de shampoo, creo que es el primer dibujo en Photoshop que he terminado. https://t.co/f5fPE5VDt2",,,3,
2019/08/26 22:39:29,https://twitter.com/rodyoki/status/1166163291275694085,https://pbs.twimg.com/media/EC8LUpmWsAEi0pP?format=png&name=orig,rodyoki-1166163291275694085-20190826_223929-img1.png,ey https://t.co/FgpbsvYOCq,1,,2,
2019/08/21 00:46:06,https://twitter.com/rodyoki/status/1164020827467243520,https://pbs.twimg.com/media/ECduxIXWkAAkj6n?format=png&name=orig,rodyoki-1164020827467243520-20190821_004606-img1.png,decidí hacer a un lado mi ansiedad y dibujar un poquito. Creo que para no haber hecho nada en una semana están bastante bien 🖍️ https://t.co/BlfbyWWB4h,,,2,
2019/08/21 00:46:06,https://twitter.com/rodyoki/status/1164020827467243520,https://pbs.twimg.com/media/ECduxIXW4AAYCGF?format=png&name=orig,rodyoki-1164020827467243520-20190821_004606-img2.png,decidí hacer a un lado mi ansiedad y dibujar un poquito. Creo que para no haber hecho nada en una semana están bastante bien 🖍️ https://t.co/BlfbyWWB4h,,,2,
2019/08/21 00:46:06,https://twitter.com/rodyoki/status/1164020827467243520,https://pbs.twimg.com/media/ECduxIWXsAI031_?format=png&name=orig,rodyoki-1164020827467243520-20190821_004606-img3.png,decidí hacer a un lado mi ansiedad y dibujar un poquito. Creo que para no haber hecho nada en una semana están bastante bien 🖍️ https://t.co/BlfbyWWB4h,,,2
